"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
495,"Beverly Manor",2013-08-05 12:49:00,"784 - 4th Street East, Shaunavon, SK, S0N 2M0","ID: 3514 Telehealth:  Rescode: 7830 Telephone: 297-3512 Fax: ","Cypress,Personal Care Home",49.68,-108.41666666667,"YES","YES"
496,"Betty's Private Care Home",2014-04-17 12:49:00,"122 Adilman Drive, Saskatoon, SK, S7K 7S5","ID: 2089 Telehealth:  Rescode: 34424 Telephone: 931-7859 Fax: ","Saskatoon,Personal Care Home",52.109,-106.63333333333,"YES","YES"
497,"Bethany Pioneer Village Inc.",2014-08-01 12:49:00,"Box 8, Middle Lake, SK, S0K 2X0","ID: 44132 Telehealth:  Rescode: 40050 Telephone: 367-2033 Fax: 367-2155","Saskatoon,Special Care Home",52.483333333333,-105.3,"YES","YES"
498,"Bergman's Private Care Home",2014-04-15 12:49:00,"331/333 LaRonge Road, Saskatoon, SK, S7K 4S1","ID: 1694 Telehealth:  Rescode: 34424 Telephone: 934-2031 Fax: ","Saskatoon,Personal Care Home",52.107,-106.63333333333,"YES","YES"
499,"Bergman's Private Care Home",2014-04-16 12:49:00,"325/327 LaRonge Road, Saskatoon, SK, S7K 4S1","ID: 1708 Telehealth:  Rescode: 34424 Telephone: 934-2031 Fax: ","Saskatoon,Personal Care Home",52.108,-106.63333333333,"YES","YES"
500,"Bengough Health Centre",2013-07-15 12:49:00,"Box 399, 400 2nd Street E., Bengough, SK, S0C 0K0","ID: 7/7135 Telehealth: Yes Rescode: 4030 Telephone: 268-2048 Fax: 268-4339","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",49.3999999999999,-105.13333333333,"YES","YES"
501,"Beechy Personal Care Home",2013-12-14 12:49:00,"205 Railway Avenue, Beechy, SK, S0L 0C0","ID: 5606 Telehealth:  Rescode: 22651 Telephone: 859-4470 Fax: ","Heartland,Personal Care Home",50.89,-107.38333333333,"YES","YES"
502,"Beechy Health Centre",2013-12-12 12:49:00,"Box 68, 1st Avenue N., Beechy, SK, S0L 0C0","ID: 6 Telehealth:  Rescode: 22651 Telephone: 859-2118 Fax: 859-2206","Heartland,Health Centre",50.8833333333329,-107.38333333333,"YES","YES"
503,"Beechy",2013-12-10 12:49:00,"Beechy Health Centre, P.O. Box 40, Beechy, SK, S0L 0C0","ID: 3 Telehealth:  Rescode: 22651 Telephone: 867-9700 Fax: ","Heartland,Primary Health Centre",50.88,-107.38333333333,"YES","YES"
504,"Beauval Health Centre",2014-11-21 12:49:00,"Box 68, Beauval, SK, S0M 0G0","ID: 215 Telehealth: Yes Rescode: 80370 Telephone: 288-4800 Fax: 288-2225","Keewatin Yatthé,Health Centre,Telehealth",55.1499999999999,-107.61666666667,"YES","YES"
505,"Beaulah's Care Home",2014-04-03 12:49:00,"320 - 2nd Avenue East, Biggar, SK, S0K 0M0","ID: 4073 Telehealth:  Rescode: 34730 Telephone: 948-5648 Fax: ","Heartland,Personal Care Home",52.06,-108,"YES","YES"
506,"Battlefords Union Hospital",2014-08-10 12:49:00,"1092 107th Street, North Battleford, SK, S9A 1Z1","ID: 107 Telehealth: Yes Rescode: 43721 Telephone: 446-6600 Fax: 446-6561","Prairie North,Hospital,Regional Hospital,Telehealth",52.61,-108.28333333333,"YES","YES"
507,"Battlefords District Care Centre",2014-08-24 12:49:00,"Box 69, 1308 Winnipeg Street, Battleford, SK, S0M 0E0","ID: 24116 Telehealth:  Rescode: 43830 Telephone: 446-6900 Fax: 937-2258","Prairie North,Special Care Home",52.73,-108.31666666667,"YES","YES"
508,"Battlefords",2014-08-12 12:49:00,"Battlefords Family Health Centre, 1192-101st Street, North Battleford, SK, S9A 3W2","ID: 2 Telehealth:  Rescode: 43721 Telephone: 937-6700 Fax: ","Prairie North,Primary Health Centre",52.64,-108.28333333333,"YES","YES"
509,"Battleford Personal Care Home",2014-08-18 12:49:00,"222 - 26th Street West, Battleford, SK, S0M 0E0","ID: 1066 Telehealth:  Rescode: 43830 Telephone: 937-2422 Fax: ","Prairie North,Personal Care Home",52.67,-108.31666666667,"YES","YES"
510,"Balicanta Holdings Ltd.",2014-04-14 12:49:00,"510 Spencer Crescent, Saskatoon, SK, S7K 7T4","ID: 4138 Telehealth:  Rescode: 34424 Telephone: 934-5903 Fax: ","Saskatoon,Personal Care Home",52.106,-106.63333333333,"YES","YES"
511,"Balcarres Integrated Care Centre",2013-11-26 12:49:00,"Box 340, 100 South Elgin Street, Balcarres, SK, S0G 0C0","ID: 5/39110 Telehealth: Yes Rescode: 18630 Telephone: 334-2634 Fax: 334-2674","Regina Qu'Appelle,Hospital w/ Special Care Home,Community Hospital,Telehealth",50.7999999999999,-103.55,"YES","YES"
512,"Bachelder Care Home",2014-09-25 12:49:00,"R.R.#1/339 McKeen Drive, Prince Albert, SK, S6V 5P8","ID: 1155 Telehealth:  Rescode: 46122 Telephone: 922-0426 Fax: ","Prince Albert Parkland,Personal Care Home",53.21,-105.76666666667,"YES","YES"
513,"Avonlea Villa Ltd.",2013-08-25 12:49:00,"210 New Warren Place, Avonlea, SK, S0C 0H0","ID: 5975 Telehealth:  Rescode: 10050 Telephone: 868-2033 Fax: ","Five Hills,Personal Care Home",50.016666666667,-105.06666666667,"YES","YES"
514,"Aurora",2013-10-02 12:49:00,"2955 Quinn Drive, Regina, SK, S4P 2W2","ID: 191 Telehealth:  Rescode: 15923 Telephone: 522-0596 Fax: ","Regina Qu'Appelle,Personal Care Home",50.45,-104.61666666667,"YES","YES"
515,"Assiniboia Union Hospital",2013-07-23 12:49:00,"Box 1120, 501 6th Avenue E., Assiniboia, SK, S0H 0B0","ID: 003 Telehealth: Yes Rescode: 7230 Telephone: 642-3351 Fax: 642-3804","Five Hills,Hospital,Community Hospital,Telehealth",49.634,-105.983333333329,"YES","YES"
516,"Assiniboia Pioneer Lodge",2013-07-24 12:49:00,"Box 1120, 800 1st St. W., Assiniboia, SK, S0H 0B0","ID: 7117 Telehealth:  Rescode: 7230 Telephone: 642-3311 Fax: 642-3099","Five Hills,Special Care Home",49.635,-105.983333333329,"YES","YES"
517,"Ashton Valley Care Home",2014-04-13 12:49:00,"438 Avenue Y North, Saskatoon, SK, S7L 3L2","ID: 6076 Telehealth:  Rescode: 34424 Telephone: 382-8975 Fax: ","Saskatoon,Personal Care Home",52.105,-106.63333333333,"YES","YES"
518,"Arcola Health Centre",2013-07-20 12:49:00,"Box 419, 607 Prairie Avenue, Arcola, SK, S0C 0G0","ID: 2 Telehealth: Yes Rescode: 6430 Telephone: 455-2771 Fax: 455-2397","Sun Country,Hospital,Community Hospital,Telehealth",49.63,-102.483333333329,"YES","YES"
519,"Arborfield & District Health Care Centre",2014-09-19 12:49:00,"Box 160, 5th Avenue, Arborfield, SK, S0E 0A0","ID: 1/33149 Telehealth:  Rescode: 45630 Telephone: 769-8757 Fax: 769-8759","Kelsey Trail,Health Centre w/ Special Care Home",53.12,-103.65,"YES","YES"
520,"Arborfield",2014-09-18 12:49:00,"Arborfield Health Centre, P.O. Box 160, Arborfield, SK, S0E 0A0","ID: 1a Telehealth:  Rescode: 45630 Telephone: 769-8757 Fax: ","Kelsey Trail,Primary Health Centre",53.1,-103.65,"YES","YES"
521,"Antaya Personal Care Home",2014-04-12 12:49:00,"1928 St. Charles Avenue, Saskatoon, SK, S7M 0N8","ID: 6394 Telehealth:  Rescode: 34424 Telephone: 653-5647 Fax: ","Saskatoon,Personal Care Home",52.104,-106.63333333333,"YES","YES"
522,"Anderson Lodge",2014-02-05 12:49:00,"150 Independent Street, Yorkton, SK, S3N 0S7","ID: 36111 Telehealth:  Rescode: 24427 Telephone: 786-0730 Fax: 786-0842","Sunrise,Special Care Home",51.21,-102.466666666669,"YES","YES"
523,"Allan Wolbaum",2013-09-30 12:49:00,"2066 Reynolds Street, Regina, SK, S4N 3M8","ID: 7463 Telehealth:  Rescode: 15923 Telephone: 757-2271 Fax: ","Regina Qu'Appelle,Personal Care Home",50.44,-104.61666666667,"YES","YES"
524,"All Nations Healing Hospital",2014-12-08 12:49:00,"Box 300, 760 Broadway Street W., Fort Qu'Appelle, SK, S0G 1S0","ID: 401 Telehealth:  Rescode: 18730 Telephone: 332-5611 Fax: 332-5033","Regina Qu'Appelle,Hospital,Community Hospital",0,0,"NO","YES"
525,"Albert Park Lodge",2013-09-26 12:49:00,"4518 Montague Street, Regina, SK, S4S 3K7","ID: 5142 Telehealth:  Rescode: 15923 Telephone: 789-3619 Fax: ","Regina Qu'Appelle,Personal Care Home",50.43,-104.61666666667,"YES","YES"
526,"Al Ritchie Health Action Centre",2013-09-23 12:49:00,"325 Victoria Avenue, Regina, SK, S4N 0P5","ID:  Telehealth:  Rescode: 15923 Telephone: 766-7660 Fax: 000-0000","Regina Qu'Appelle,Health Centre",50.42,-104.61666666667,"YES","YES"
527,"Aberdeen Personal Care Home",2014-07-14 12:49:00,"31 Blake Crescent, Aberdeen, SK, S0K 0A0","ID: 4715 Telehealth:  Rescode: 37330 Telephone: 253-4889 Fax: ","Saskatoon,Personal Care Home",52.31,-106.28333333333,"YES","YES"
528,"A.D.'s Personal Care Home",2013-09-17 12:49:00,"211 Williston Drive, Regina, SK, S4X 2H3","ID: 5711 Telehealth:  Rescode: 15923 Telephone: 949-4503 Fax: ","Regina Qu'Appelle,Personal Care Home",50.41,-104.61666666667,"YES","YES"
529,"A Special Place Too",2014-04-11 12:49:00,"218 Lochrie Crescent, Saskatoon, SK, S7M 5E4","ID: 6998 Telehealth:  Rescode: 34424 Telephone: 384-5530 Fax: ","Saskatoon,Personal Care Home",52.103,-106.63333333333,"YES","YES"
530,"A Special Place",2014-04-10 12:49:00,"214 Lochrie Crescent, Saskatoon, SK, S7M 5E4","ID: 6564 Telehealth:  Rescode: 34424 Telephone: 934-5573 Fax: ","Saskatoon,Personal Care Home",52.102,-106.63333333333,"YES","YES"
531,"A & A Personal Care Home Ltd.",2014-04-09 12:49:00,"3230 Mountbatten Street, Saskatoon, SK, S7M 3T6","ID: 3921 Telehealth: No Rescode: 34424 Telephone: 978-1441 Fax: ","Saskatoon,Personal Care Home",52.101,-106.63333333333,"YES","YES"
