#,INCIDENT TITLE,LOCATION,DESCRIPTION,INCIDENT DATE,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
1330,Pinehouse Lake,Pinehouse Lake,Pinehouse Lake,12-04-24 12:49,Mamawetan Churchill River,55.51,-106.60,YES,YES
1331,Pinkham,Pinkham,Pinkham,12-04-24 12:49,Heartland,51.43,-109.45,YES,YES
1332,Pinkie,Pinkie,Pinkie,12-04-24 12:49,Regina Qu'Appelle,50.43,-104.70,YES,YES
1333,Pinto,Pinto,Pinto,12-04-24 12:49,Sun Country,49.06,-102.70,YES,YES
1334,Pitman,Pitman,Pitman,12-04-24 12:49,Five Hills,50.25,-105.03,YES,YES
1335,Plain View,Plain View,Plain View,12-04-24 12:49,Sunrise,51.10,-102.95,YES,YES
1336,Plassey,Plassey,Plassey,12-04-24 12:49,Saskatoon,51.71,-105.66,YES,YES
1337,Plato,Plato,Plato,12-04-24 12:49,Heartland,51.16,-108.45,YES,YES
1338,Player,Player,Player,12-04-24 12:49,Cypress,50.20,-107.81,YES,YES
1339,Pleasantdale,Pleasantdale,Pleasantdale,12-04-24 12:49,Kelsey Trail,52.58,-104.50,YES,YES
1340,Plenty,Plenty,Plenty,12-04-24 12:49,Heartland,51.78,-108.63,YES,YES
1341,Plunkett,Plunkett,Plunkett,12-04-24 12:49,Saskatoon,51.91,-105.45,YES,YES
1342,Polwarth,Polwarth,Polwarth,12-04-24 12:49,Prince Albert Parkland,53.43,-106.73,YES,YES
1343,Ponteix,Ponteix,Ponteix,12-04-24 12:49,Cypress,49.75,-107.48,YES,YES
1344,Pontrilas,Pontrilas,Pontrilas,12-04-24 12:49,Kelsey Trail,53.21,-104.03,YES,YES
1345,Poplar Grove,Poplar Grove,Poplar Grove,12-04-24 12:49,Sun Country,50.13,-102.21,YES,YES
1346,Porcupine Plain,Porcupine Plain,Porcupine Plain,12-04-24 12:49,Kelsey Trail,52.60,-103.25,YES,YES
1347,Porter,Porter,Porter,12-04-24 12:49,Prairie North,52.61,-108.31,YES,YES
1348,Portreeve,Portreeve,Portreeve,12-04-24 12:49,Cypress,50.83,-109.01,YES,YES
1349,Powm Beach,Powm Beach,Powm Beach,12-04-24 12:49,Prairie North,53.56,-108.70,YES,YES
1350,Poyser,Poyser,Poyser,12-04-24 12:49,Heartland,52.46,-109.21,YES,YES
1351,Prairie River,Prairie River,Prairie River,12-04-24 12:49,Kelsey Trail,52.86,-102.98,YES,YES
1352,Prairie View,Prairie View,Prairie View,12-04-24 12:49,Cypress,50.51,-107.33,YES,YES
1353,Preeceville,Preeceville,Preeceville,12-04-24 12:49,Sunrise,51.95,-102.66,YES,YES
1354,Prelate,Prelate,Prelate,12-04-24 12:49,Cypress,50.85,-109.40,YES,YES
1355,Prendergast,Prendergast,Prendergast,12-04-24 12:49,Prairie North,54.10,-108.06,YES,YES
1356,Pre Ste Marie,Pre Ste Marie,Pre Ste Marie,12-04-24 12:49,Kelsey Trail,52.61,-103.66,YES,YES
1357,Prestfoss,Prestfoss,Prestfoss,12-04-24 12:49,Prince Albert Parkland,53.03,-104.96,YES,YES
1358,Primate,Primate,Primate,12-04-24 12:49,Heartland,52.26,-109.81,YES,YES
1359,Prince,Prince,Prince,12-04-24 12:49,Prairie North,52.96,-108.38,YES,YES
1360,Prince Albert,Prince Albert,Prince Albert,12-04-24 12:49,Prince Albert Parkland,53.20,-105.76,YES,YES
1361,Prince Albert Settlement,Prince Albert Settlement,Prince Albert Settlement,12-04-24 12:49,Prince Albert Parkland,53.16,-105.86,YES,YES
1362,Prinham,Prinham,Prinham,12-04-24 12:49,Prairie North,52.93,-108.36,YES,YES
1363,Prongua,Prongua,Prongua,12-04-24 12:49,Prairie North,52.73,-108.55,YES,YES
1364,Prud'homme,Prud'homme,Prud'homme,12-04-24 12:49,Saskatoon,52.33,-105.90,YES,YES
1365,Pryors Beach,Pryors Beach,Pryors Beach,12-04-24 12:49,Regina Qu'Appelle,51.16,-105.30,YES,YES
1366,Puckahn,Puckahn,Puckahn,12-04-24 12:49,Prince Albert Parkland,53.03,-105.53,YES,YES
1367,Punnichy,Punnichy,Punnichy,12-04-24 12:49,Regina Qu'Appelle,51.38,-104.30,YES,YES
1368,Pym,Pym,Pym,12-04-24 12:49,Heartland,51.58,-107.86,YES,YES
1369,Quantock,Quantock,Quantock,12-04-24 12:49,Five Hills,49.18,-106.10,YES,YES
1370,Qu'Appelle,Qu'Appelle,Qu'Appelle,12-04-24 12:49,Regina Qu'Appelle,50.55,-103.88,YES,YES
1371,Querrin,Querrin,Querrin,12-04-24 12:49,Sun Country,49.71,-104.86,YES,YES
1372,Quill Lake,Quill Lake,Quill Lake,12-04-24 12:49,Saskatoon,52.06,-104.25,YES,YES
1373,Quimper,Quimper,Quimper,12-04-24 12:49,Cypress,49.58,-107.41,YES,YES
1374,Quinton,Quinton,Quinton,12-04-24 12:49,Regina Qu'Appelle,51.38,-104.40,YES,YES
1375,Rabbit Lake,Rabbit Lake,Rabbit Lake,12-04-24 12:49,Prince Albert Parkland,53.13,-107.76,YES,YES
1376,Radisson,Radisson,Radisson,12-04-24 12:49,Saskatoon,52.46,-107.40,YES,YES
1377,Radville,Radville,Radville,12-04-24 12:49,Sun Country,49.45,-104.28,YES,YES
1378,Rafferty,Rafferty,Rafferty,12-04-24 12:49,Sun Country,49.15,-103.25,YES,YES
1379,Rak,Rak,Rak,12-04-24 12:49,Saskatoon,52.38,-106.16,YES,YES
1380,Ralph,Ralph,Ralph,12-04-24 12:49,Sun Country,49.56,-103.68,YES,YES
1381,Rama,Rama,Rama,12-04-24 12:49,Sunrise,51.76,-103.00,YES,YES
1382,Ranger,Ranger,Ranger,12-04-24 12:49,Prince Albert Parkland,53.58,-107.70,YES,YES
1383,Rangeview,Rangeview,Rangeview,12-04-24 12:49,Cypress,49.20,-109.35,YES,YES
1384,Rapid View,Rapid View,Rapid View,12-04-24 12:49,Prairie North,54.15,-108.81,YES,YES
1385,Ratcliffe,Ratcliffe,Ratcliffe,12-04-24 12:49,Sun Country,49.10,-103.98,YES,YES
1386,Ratner,Ratner,Ratner,12-04-24 12:49,Kelsey Trail,53.16,-104.30,YES,YES
1387,Ravendale,Ravendale,Ravendale,12-04-24 12:49,Kelsey Trail,53.55,-103.40,YES,YES
1388,Ravenhead,Ravenhead,Ravenhead,12-04-24 12:49,Prince Albert Parkland,52.98,-107.51,YES,YES
1389,Ravenscrag,Ravenscrag,Ravenscrag,12-04-24 12:49,Cypress,49.50,-109.10,YES,YES
1390,Raymore,Raymore,Raymore,12-04-24 12:49,Regina Qu'Appelle,51.41,-104.51,YES,YES
1391,Readlyn,Readlyn,Readlyn,12-04-24 12:49,Five Hills,49.58,-105.65,YES,YES
1392,Red Cross,Red Cross,Red Cross,12-04-24 12:49,Prairie North,53.71,-109.45,YES,YES
1393,Red Deer Hill,Red Deer Hill,Red Deer Hill,12-04-24 12:49,Prince Albert Parkland,53.01,-105.80,YES,YES
1394,Red Earth,Red Earth,Red Earth,12-04-24 12:49,Kelsey Trail,53.48,-102.86,YES,YES
1395,Red Jacket,Red Jacket,Red Jacket,12-04-24 12:49,Regina Qu'Appelle,50.20,-101.78,YES,YES
1396,Red Pheasant,Red Pheasant,Red Pheasant,12-04-24 12:49,Prairie North,52.45,-108.26,YES,YES
1397,Redberry,Redberry,Redberry,12-04-24 12:49,Prince Albert Parkland,52.75,-107.23,YES,YES
1398,Redberry Park,Redberry Park,Redberry Park,12-04-24 12:49,Prince Albert Parkland,52.58,-107.25,YES,YES
1399,Redfield,Redfield,Redfield,12-04-24 12:49,Prince Albert Parkland,52.95,-107.75,YES,YES
1400,Redvers,Redvers,Redvers,12-04-24 12:49,Sun Country,49.56,-101.70,YES,YES
1401,Reford,Reford,Reford,12-04-24 12:49,Heartland,52.31,-108.71,YES,YES
1402,Regina,Regina,Regina,12-04-24 12:49,Regina Qu'Appelle,50.45,-104.61,YES,YES
1403,Regina Beach,Regina Beach,Regina Beach,12-04-24 12:49,Regina Qu'Appelle,50.78,-105.00,YES,YES
1404,Regway,Regway,Regway,12-04-24 12:49,Sun Country,49.00,-104.56,YES,YES
1405,Reliance,Reliance,Reliance,12-04-24 12:49,Cypress,49.35,-107.31,YES,YES
1406,Renown,Renown,Renown,12-04-24 12:49,Saskatoon,51.63,-105.55,YES,YES
1407,Reserve,Reserve,Reserve,12-04-24 12:49,Kelsey Trail,52.46,-102.65,YES,YES
1408,Resource,Resource,Resource,12-04-24 12:49,Kelsey Trail,52.73,-104.53,YES,YES
1409,Revenue,Revenue,Revenue,12-04-24 12:49,Heartland,52.23,-108.90,YES,YES
1410,Reward,Reward,Reward,12-04-24 12:49,Heartland,52.28,-109.36,YES,YES
1411,Rex,Rex,Rex,12-04-24 12:49,Prairie North,53.45,-109.93,YES,YES
1412,Reynaud,Reynaud,Reynaud,12-04-24 12:49,Saskatoon,52.63,-105.43,YES,YES
1413,Rhein,Rhein,Rhein,12-04-24 12:49,Sunrise,51.35,-102.20,YES,YES
1414,Rheinfeld,Rheinfeld,Rheinfeld,12-04-24 12:49,Cypress,50.11,-107.56,YES,YES
1415,Rheinland,Rheinland,Rheinland,12-04-24 12:49,Saskatoon,52.41,-106.50,YES,YES
1416,Rhineland,Rhineland,Rhineland,12-04-24 12:49,Cypress,50.16,-107.65,YES,YES
1417,Rhyl,Rhyl,Rhyl,12-04-24 12:49,Heartland,52.10,-107.36,YES,YES
1418,Riceton,Riceton,Riceton,12-04-24 12:49,Regina Qu'Appelle,50.11,-104.31,YES,YES
1419,Richard,Richard,Richard,12-04-24 12:49,Prince Albert Parkland,52.70,-107.66,YES,YES
1420,Richardson,Richardson,Richardson,12-04-24 12:49,Regina Qu'Appelle,50.38,-104.45,YES,YES
1421,Richlea,Richlea,Richlea,12-04-24 12:49,Heartland,51.18,-108.58,YES,YES
1422,Richmound,Richmound,Richmound,12-04-24 12:49,Cypress,50.45,-109.75,YES,YES
1423,Ridgedale,Ridgedale,Ridgedale,12-04-24 12:49,Kelsey Trail,53.06,-104.15,YES,YES
1424,Ridpath,Ridpath,Ridpath,12-04-24 12:49,Heartland,51.51,-108.11,YES,YES
1425,Ritchie,Ritchie,Ritchie,12-04-24 12:49,Sun Country,49.41,-104.96,YES,YES
1426,Riverhurst,Riverhurst,Riverhurst,12-04-24 12:49,Five Hills,50.90,-106.86,YES,YES
1427,Riverside Estates,Riverside Estates,Riverside Estates,12-04-24 12:49,Saskatoon,52.05,-106.70,YES,YES
1428,Riverstone,Riverstone,Riverstone,12-04-24 12:49,Kelsey Trail,53.10,-104.15,YES,YES
1429,Roadene,Roadene,Roadene,12-04-24 12:49,Cypress,50.50,-108.75,YES,YES
1430,Robinhood,Robinhood,Robinhood,12-04-24 12:49,Prairie North,53.28,-108.20,YES,YES
1431,Robsart,Robsart,Robsart,12-04-24 12:49,Cypress,49.38,-109.28,YES,YES
1432,Rocanville,Rocanville,Rocanville,12-04-24 12:49,Regina Qu'Appelle,50.38,-101.70,YES,YES
1433,Roche Percee,Roche Percee,Roche Percee,12-04-24 12:49,Sun Country,49.06,-102.80,YES,YES
1434,Rock Dell,Rock Dell,Rock Dell,12-04-24 12:49,Sunrise,51.18,-102.90,YES,YES
1435,Rockford,Rockford,Rockford,12-04-24 12:49,Sunrise,52.16,-102.93,YES,YES
1436,Rockglen,Rockglen,Rockglen,12-04-24 12:49,Five Hills,49.18,-105.95,YES,YES
1437,Rockhaven,Rockhaven,Rockhaven,12-04-24 12:49,Prairie North,52.66,-108.86,YES,YES
1438,Roddick,Roddick,Roddick,12-04-24 12:49,Prince Albert Parkland,52.91,-106.13,YES,YES
1439,Rodgers,Rodgers,Rodgers,12-04-24 12:49,Five Hills,50.10,-106.23,YES,YES
1440,Rokeby,Rokeby,Rokeby,12-04-24 12:49,Sunrise,51.13,-102.33,YES,YES
1441,Romance,Romance,Romance,12-04-24 12:49,Saskatoon,52.06,-104.61,YES,YES
1442,Roncott,Roncott,Roncott,12-04-24 12:49,Sun Country,49.36,-105.25,YES,YES
1443,Roscoe,Roscoe,Roscoe,12-04-24 12:49,Kelsey Trail,52.83,-101.90,YES,YES
1444,Rose Valley,Rose Valley,Rose Valley,12-04-24 12:49,Kelsey Trail,52.30,-103.81,YES,YES
1445,Rosefield,Rosefield,Rosefield,12-04-24 12:49,Cypress,49.08,-107.53,YES,YES
1446,Rosemound,Rosemound,Rosemound,12-04-24 12:49,Prairie North,52.75,-108.91,YES,YES
1447,Rosengart,Rosengart,Rosengart,12-04-24 12:49,Cypress,50.18,-107.71,YES,YES
1448,Rosenhof,Rosenhof,Rosenhof,12-04-24 12:49,Cypress,50.21,-107.56,YES,YES
1449,Rosenort,Rosenort,Rosenort,12-04-24 12:49,Cypress,50.13,-107.58,YES,YES
1450,Roseray,Roseray,Roseray,12-04-24 12:49,Cypress,50.46,-108.48,YES,YES
1451,Rosetown,Rosetown,Rosetown,12-04-24 12:49,Heartland,51.55,-108.00,YES,YES
1452,Ross Junction,Ross Junction,Ross Junction,12-04-24 12:49,Sunrise,51.61,-102.35,YES,YES
1453,Rosthern,Rosthern,Rosthern,12-04-24 12:49,Saskatoon,52.66,-106.33,YES,YES
1454,Rotave,Rotave,Rotave,12-04-24 12:49,Regina Qu'Appelle,50.10,-101.58,YES,YES
1455,Rothermere,Rothermere,Rothermere,12-04-24 12:49,Prince Albert Parkland,53.21,-107.60,YES,YES
1456,Rouleau,Rouleau,Rouleau,12-04-24 12:49,Five Hills,50.18,-104.93,YES,YES
1457,Rowatt,Rowatt,Rowatt,12-04-24 12:49,Regina Qu'Appelle,50.33,-104.61,YES,YES
1458,Rowletta,Rowletta,Rowletta,12-04-24 12:49,Five Hills,50.58,-105.93,YES,YES
1459,Royal Lake,Royal Lake,Royal Lake,12-04-24 12:49,Prince Albert Parkland,53.10,-106.90,YES,YES
1460,Royer,Royer,Royer,12-04-24 12:49,Five Hills,49.73,-106.86,YES,YES
1461,Ruby Beach,Ruby Beach,Ruby Beach,12-04-24 12:49,Kelsey Trail,52.96,-102.35,YES,YES
1462,Ruddell,Ruddell,Ruddell,12-04-24 12:49,Prairie North,52.60,-107.85,YES,YES
1463,Rufus,Rufus,Rufus,12-04-24 12:49,Regina Qu'Appelle,50.43,-104.86,YES,YES
1464,Runciman,Runciman,Runciman,12-04-24 12:49,Kelsey Trail,52.98,-104.05,YES,YES
1465,Runnymede,Runnymede,Runnymede,12-04-24 12:49,Sunrise,51.48,-101.70,YES,YES
1466,Rural,Rural,Rural,12-04-24 12:49,Heartland,51.93,-109.15,YES,YES
1467,Rush Lake,Rush Lake,Rush Lake,12-04-24 12:49,Cypress,50.40,-107.40,YES,YES
1468,Rushville,Rushville,Rushville,12-04-24 12:49,Saskatoon,51.65,-104.11,YES,YES
1469,Rutan,Rutan,Rutan,12-04-24 12:49,Saskatoon,52.01,-105.76,YES,YES
1470,Ruthilda,Ruthilda,Ruthilda,12-04-24 12:49,Heartland,51.90,-108.46,YES,YES
1471,Rutland,Rutland,Rutland,12-04-24 12:49,Heartland,52.51,-109.53,YES,YES
1472,Ryerson,Ryerson,Ryerson,12-04-24 12:49,Sun Country,49.78,-101.66,YES,YES
1473,Sagathun,Sagathun,Sagathun,12-04-24 12:49,Cypress,50.13,-109.46,YES,YES
1474,Sagehill,Sagehill,Sagehill,12-04-24 12:49,Saskatoon,52.28,-105.76,YES,YES
1475,Saint Hippolyte,Saint Hippolyte,Saint Hippolyte,12-04-24 12:49,Prairie North,53.11,-108.73,YES,YES
1476,Saint-Front,Saint-Front,Saint-Front,12-04-24 12:49,Saskatoon,52.36,-104.16,YES,YES
1477,Sakamayack,Sakamayack,Sakamayack,12-04-24 12:49,Keewatin YatthT,55.11,-107.65,YES,YES
1478,Saltburn,Saltburn,Saltburn,12-04-24 12:49,Heartland,50.95,-108.25,YES,YES
1479,Saltcoats,Saltcoats,Saltcoats,12-04-24 12:49,Sunrise,51.03,-102.16,YES,YES
1480,Salter,Salter,Salter,12-04-24 12:49,Heartland,52.28,-108.21,YES,YES
1481,Salvador,Salvador,Salvador,12-04-24 12:49,Heartland,52.16,-109.50,YES,YES
1482,Samburg,Samburg,Samburg,12-04-24 12:49,Prince Albert Parkland,53.30,-105.36,YES,YES
1483,Sanctuary,Sanctuary,Sanctuary,12-04-24 12:49,Heartland,50.98,-108.08,YES,YES
1484,Sand Beach,Sand Beach,Sand Beach,12-04-24 12:49,Prince Albert Parkland,53.06,-107.21,YES,YES
1485,Sand Point Beach,Sand Point Beach,Sand Point Beach,12-04-24 12:49,Five Hills,50.68,-105.56,YES,YES
1486,Sandgren,Sandgren,Sandgren,12-04-24 12:49,Heartland,51.31,-109.16,YES,YES
1487,Sandwith,Sandwith,Sandwith,12-04-24 12:49,Prince Albert Parkland,53.13,-108.00,YES,YES
1488,Sandy Bay,Sandy Bay,Sandy Bay,12-04-24 12:49,Mamawetan Churchill River,55.51,-102.31,YES,YES
1489,Sandy Beach,Sandy Beach,Sandy Beach,12-04-24 12:49,Regina Qu'Appelle,50.73,-103.65,YES,YES
1490,Sandy Lake,Sandy Lake,Sandy Lake,12-04-24 12:49,Keewatin YatthT,56.98,-107.28,YES,YES
1491,Sandy Narrows,Sandy Narrows,Sandy Narrows,12-04-24 12:49,Mamawetan Churchill River,55.08,-103.06,YES,YES
1492,Sarnia Beach,Sarnia Beach,Sarnia Beach,12-04-24 12:49,Regina Qu'Appelle,51.00,-105.21,YES,YES
1493,Saskatchewan Beach,Saskatchewan Beach,Saskatchewan Beach,12-04-24 12:49,Regina Qu'Appelle,50.80,-104.93,YES,YES
1494,Saskatchewan Landing,Saskatchewan Landing,Saskatchewan Landing,12-04-24 12:49,Cypress,50.65,-107.98,YES,YES
1495,Saskatoon,Saskatoon,Saskatoon,12-04-24 12:49,Saskatoon,52.11,-106.63,YES,YES
1496,Scentgrass,Scentgrass,Scentgrass,12-04-24 12:49,Prairie North,52.95,-108.25,YES,YES
1497,Sceptre,Sceptre,Sceptre,12-04-24 12:49,Cypress,50.85,-109.25,YES,YES
1498,Schantzenfeld,Schantzenfeld,Schantzenfeld,12-04-24 12:49,Cypress,50.10,-107.76,YES,YES
1499,Schoenfeld,Schoenfeld,Schoenfeld,12-04-24 12:49,Cypress,50.10,-107.70,YES,YES
1500,Schoenweise,Schoenweise,Schoenweise,12-04-24 12:49,Saskatoon,52.45,-106.56,YES,YES
1501,Schoenwiese,Schoenwiese,Schoenwiese,12-04-24 12:49,Cypress,50.13,-107.65,YES,YES
1502,Sclanders,Sclanders,Sclanders,12-04-24 12:49,Saskatoon,51.95,-105.56,YES,YES
1503,Scotsguard,Scotsguard,Scotsguard,12-04-24 12:49,Cypress,49.71,-108.15,YES,YES
1504,Scott,Scott,Scott,12-04-24 12:49,Heartland,52.36,-108.83,YES,YES
1505,Scottsburgh,Scottsburgh,Scottsburgh,12-04-24 12:49,Cypress,50.16,-107.13,YES,YES
1506,Scout Lake,Scout Lake,Scout Lake,12-04-24 12:49,Five Hills,49.36,-106.00,YES,YES
1507,Scrip,Scrip,Scrip,12-04-24 12:49,Kelsey Trail,52.23,-104.08,YES,YES
1508,Secretan,Secretan,Secretan,12-04-24 12:49,Five Hills,50.46,-106.46,YES,YES
1509,Sedley,Sedley,Sedley,12-04-24 12:49,Regina Qu'Appelle,50.16,-104.00,YES,YES
1510,Semans,Semans,Semans,12-04-24 12:49,Saskatoon,51.41,-104.73,YES,YES
1511,Senate,Senate,Senate,12-04-24 12:49,Cypress,49.28,-109.70,YES,YES
1512,Senlac,Senlac,Senlac,12-04-24 12:49,Heartland,52.48,-109.70,YES,YES
1513,Serath,Serath,Serath,12-04-24 12:49,Regina Qu'Appelle,51.18,-104.51,YES,YES
1514,Sergent,Sergent,Sergent,12-04-24 12:49,Prairie North,54.08,-108.00,YES,YES
1515,Service,Service,Service,12-04-24 12:49,Sun Country,49.66,-102.03,YES,YES
1516,Sevenmile,Sevenmile,Sevenmile,12-04-24 12:49,Five Hills,50.38,-105.68,YES,YES
1517,Seward,Seward,Seward,12-04-24 12:49,Cypress,50.21,-108.06,YES,YES
1518,Shackleton,Shackleton,Shackleton,12-04-24 12:49,Cypress,50.68,-108.60,YES,YES
1519,Shady Grove,Shady Grove,Shady Grove,12-04-24 12:49,Saskatoon,52.08,-104.96,YES,YES
1520,Shamrock,Shamrock,Shamrock,12-04-24 12:49,Five Hills,50.16,-106.61,YES,YES
1521,Shand,Shand,Shand,12-04-24 12:49,Sun Country,49.10,-102.88,YES,YES
1522,Sharpe,Sharpe,Sharpe,12-04-24 12:49,Prince Albert Parkland,53.41,-105.60,YES,YES
1523,Shaunavon,Shaunavon,Shaunavon,12-04-24 12:49,Cypress,49.65,-108.41,YES,YES
1524,Sheho,Sheho,Sheho,12-04-24 12:49,Sunrise,51.58,-103.21,YES,YES
1525,Shell Lake,Shell Lake,Shell Lake,12-04-24 12:49,Prince Albert Parkland,53.30,-107.06,YES,YES
1526,Shellbrook,Shellbrook,Shellbrook,12-04-24 12:49,Prince Albert Parkland,53.21,-106.40,YES,YES
1527,Shields,Shields,Shields,12-04-24 12:49,Saskatoon,51.81,-106.40,YES,YES
1528,Shipman,Shipman,Shipman,12-04-24 12:49,Kelsey Trail,53.48,-104.98,YES,YES
1529,Shooter Hill,Shooter Hill,Shooter Hill,12-04-24 12:49,Five Hills,50.71,-106.85,YES,YES
1530,Sidewood,Sidewood,Sidewood,12-04-24 12:49,Cypress,50.05,-108.90,YES,YES
1531,Sidmar,Sidmar,Sidmar,12-04-24 12:49,Regina Qu'Appelle,50.46,-104.76,YES,YES
1532,Silas,Silas,Silas,12-04-24 12:49,Kelsey Trail,52.86,-102.88,YES,YES
1533,Silton,Silton,Silton,12-04-24 12:49,Regina Qu'Appelle,50.80,-104.91,YES,YES
1534,Silver Grove,Silver Grove,Silver Grove,12-04-24 12:49,Prince Albert Parkland,52.98,-106.46,YES,YES
1535,Silver Park,Silver Park,Silver Park,12-04-24 12:49,Kelsey Trail,52.66,-104.51,YES,YES
1536,Simmie,Simmie,Simmie,12-04-24 12:49,Cypress,49.95,-108.10,YES,YES
1537,Simpson,Simpson,Simpson,12-04-24 12:49,Regina Qu'Appelle,51.45,-105.45,YES,YES
1538,Sinnett,Sinnett,Sinnett,12-04-24 12:49,Saskatoon,51.90,-104.91,YES,YES
1539,Sintaluta,Sintaluta,Sintaluta,12-04-24 12:49,Regina Qu'Appelle,50.48,-103.45,YES,YES
1540,Skull Creek,Skull Creek,Skull Creek,12-04-24 12:49,Cypress,49.88,-108.95,YES,YES
1541,Sled Lake,Sled Lake,Sled Lake,12-04-24 12:49,Keewatin YatthT,54.43,-107.33,YES,YES
1542,Sleepy Hollow,Sleepy Hollow,Sleepy Hollow,12-04-24 12:49,Prairie North,53.06,-108.31,YES,YES
1543,Smales,Smales,Smales,12-04-24 12:49,Heartland,51.45,-106.21,YES,YES
1544,Smeaton,Smeaton,Smeaton,12-04-24 12:49,Kelsey Trail,53.50,-104.81,YES,YES
1545,Smiley,Smiley,Smiley,12-04-24 12:49,Heartland,51.63,-109.48,YES,YES
1546,Smoking Tent,Smoking Tent,Smoking Tent,12-04-24 12:49,Kelsey Trail,52.85,-102.05,YES,YES
1547,Smoky Burn,Smoky Burn,Smoky Burn,12-04-24 12:49,Kelsey Trail,53.36,-103.13,YES,YES
1548,Smoky Ridge,Smoky Ridge,Smoky Ridge,12-04-24 12:49,Kelsey Trail,52.93,-102.03,YES,YES
1549,Smuts,Smuts,Smuts,12-04-24 12:49,Saskatoon,52.43,-106.11,YES,YES
1550,Snipe Lake,Snipe Lake,Snipe Lake,12-04-24 12:49,Heartland,51.16,-108.88,YES,YES
1551,Snowden,Snowden,Snowden,12-04-24 12:49,Kelsey Trail,53.48,-104.68,YES,YES
1552,Sokal,Sokal,Sokal,12-04-24 12:49,Saskatoon,52.70,-105.90,YES,YES
1553,Somme,Somme,Somme,12-04-24 12:49,Kelsey Trail,52.58,-102.96,YES,YES
1554,Sonningdale,Sonningdale,Sonningdale,12-04-24 12:49,Heartland,52.38,-107.68,YES,YES
1555,Sorenson's Beach,Sorenson's Beach,Sorenson's Beach,12-04-24 12:49,Regina Qu'Appelle,50.83,-105.10,YES,YES
1556,Souris River,Souris River,Souris River,12-04-24 12:49,Sun Country,49.08,-102.26,YES,YES
1557,Souris Valley,Souris Valley,Souris Valley,12-04-24 12:49,Sun Country,49.43,-104.16,YES,YES
1558,South Allan,South Allan,South Allan,12-04-24 12:49,Saskatoon,51.76,-106.06,YES,YES
1559,South Fork,South Fork,South Fork,12-04-24 12:49,Cypress,49.60,-108.71,YES,YES
1560,South Gnadenthal,South Gnadenthal,South Gnadenthal,12-04-24 12:49,Cypress,50.06,-107.51,YES,YES
1561,South Lake,South Lake,South Lake,12-04-24 12:49,Five Hills,50.68,-105.56,YES,YES
1562,South Star,South Star,South Star,12-04-24 12:49,Kelsey Trail,52.71,-104.25,YES,YES
1563,South Touchwood,South Touchwood,South Touchwood,12-04-24 12:49,Regina Qu'Appelle,51.13,-104.11,YES,YES
1564,South Valley,South Valley,South Valley,12-04-24 12:49,Prince Albert Parkland,53.13,-105.13,YES,YES
1565,Southall,Southall,Southall,12-04-24 12:49,Sun Country,49.20,-103.71,YES,YES
1566,Southend Reindeer,Southend Reindeer,Southend Reindeer,12-04-24 12:49,Mamawetan Churchill River,56.31,-103.23,YES,YES
1567,Southey,Southey,Southey,12-04-24 12:49,Regina Qu'Appelle,50.93,-104.50,YES,YES
1568,Southminster,Southminster,Southminster,12-04-24 12:49,Prairie North,53.21,-109.96,YES,YES
1569,Sovereign,Sovereign,Sovereign,12-04-24 12:49,Heartland,51.51,-107.71,YES,YES
1570,Spalding,Spalding,Spalding,12-04-24 12:49,Saskatoon,52.33,-104.50,YES,YES
1571,Speedwell,Speedwell,Speedwell,12-04-24 12:49,Prairie North,53.50,-108.45,YES,YES
1572,Speers,Speers,Speers,12-04-24 12:49,Prince Albert Parkland,52.71,-107.56,YES,YES
1573,Spinney Hill,Spinney Hill,Spinney Hill,12-04-24 12:49,Heartland,52.46,-107.80,YES,YES
1574,Spiritwood,Spiritwood,Spiritwood,12-04-24 12:49,Prince Albert Parkland,53.36,-107.51,YES,YES
1575,Spiritwood Acres,Spiritwood Acres,Spiritwood Acres,12-04-24 12:49,Sunrise,51.48,-102.68,YES,YES
1576,Spring Bay,Spring Bay,Spring Bay,12-04-24 12:49,Saskatoon,50.93,-105.13,YES,YES
1577,Spring Valley,Spring Valley,Spring Valley,12-04-24 12:49,Five Hills,49.93,-105.40,YES,YES
1578,Springfeld,Springfeld,Springfeld,12-04-24 12:49,Cypress,50.15,-107.73,YES,YES
1579,Springside,Springside,Springside,12-04-24 12:49,Sunrise,51.35,-102.73,YES,YES
1580,Springwater,Springwater,Springwater,12-04-24 12:49,Heartland,51.96,-108.38,YES,YES
1581,Spruce Home,Spruce Home,Spruce Home,12-04-24 12:49,Prince Albert Parkland,53.40,-105.76,YES,YES
1582,Spruce Lake,Spruce Lake,Spruce Lake,12-04-24 12:49,Prairie North,53.53,-109.08,YES,YES
1583,Spruce Lake Junction,Spruce Lake Junction,Spruce Lake Junction,12-04-24 12:49,Prairie North,53.55,-109.08,YES,YES
1584,Spy Hill,Spy Hill,Spy Hill,12-04-24 12:49,Sunrise,50.60,-101.68,YES,YES
1585,Square Hill,Square Hill,Square Hill,12-04-24 12:49,Prince Albert Parkland,53.01,-107.90,YES,YES
1586,Squaw Rapids,Squaw Rapids,Squaw Rapids,12-04-24 12:49,Kelsey Trail,53.68,-103.35,YES,YES
1587,St. Aldwyn,St. Aldwyn,St. Aldwyn,12-04-24 12:49,Cypress,50.43,-107.70,YES,YES
