"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
520,"Anderson Lodge",2012-12-09 12:49:00,"150 Independent Street, Yorkton, SK, S3N 0S7","ID: 36111 Rescode: 24427 Telephone: 786-0730 Fax: 786-0842","Sunrise,Special Care Home,",51.216666666667,-102.466666666669,"YES","YES"
521,"Allan Wolbaum",2012-09-06 12:49:00,"2066 Reynolds Street, Regina, SK, S4N 3M8","ID: 7463 Rescode: 15923 Telephone: 757-2271 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
522,"All Nations Healing Hospital",2012-07-23 12:49:00,"Box 300, 760 Broadway Street W., Fort Qu'Appelle, SK, S0G 1S0","ID: 401 Rescode: 18730 Telephone: 332-5611 Fax: 332-5033","Regina Qu'Appelle,Hospital,Community Hospital",,,"YES","YES"
523,"Albert Park Lodge",2012-09-05 12:49:00,"4518 Montague Street, Regina, SK, S4S 3K7","ID: 5142 Rescode: 15923 Telephone: 789-3619 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
524,"Al Ritchie Health Action Centre",2012-08-04 12:49:00,"325 Victoria Avenue, Regina, SK, S4N 0P5","ID:  Rescode: 15923 Telephone: 766-7660 Fax: 000-0000","Regina Qu'Appelle,Health Centre,",50.45,-104.61666666667,"YES","YES"
525,"Aberdeen Personal Care Home",2013-02-07 12:49:00,"31 Blake Crescent, Aberdeen, SK, S0K 0A0","ID: 4715 Rescode: 37330 Telephone: 253-4889 Fax: ","Saskatoon,Personal Care Home,",52.3166666666669,-106.28333333333,"YES","YES"
526,"A.D.'s Personal Care Home",2012-09-04 12:49:00,"211 Williston Drive, Regina, SK, S4X 2H3","ID: 5711 Rescode: 15923 Telephone: 949-4503 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
527,"A Special Place Too",2013-02-16 12:49:00,"218 Lochrie Crescent, Saskatoon, SK, S7M 5E4","ID: 6998 Rescode: 34424 Telephone: 384-5530 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
528,"A Special Place",2013-02-15 12:49:00,"214 Lochrie Crescent, Saskatoon, SK, S7M 5E4","ID: 6564 Rescode: 34424 Telephone: 934-5573 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
529,"A & A Personal Care Home Ltd.",2013-02-14 12:49:00,"3230 Mountbatten Street, Saskatoon, SK, S7M 3T6","ID: 3921 Rescode: 34424 Telephone: 978-1441 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
530,"630393 Saskatchewan Ltd.",2012-09-03 12:49:00,"2220 Cameron Street, Regina, SK, S4T 2V8","ID: 7609 Rescode: 15923 Telephone:  Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
